Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality,DayTyep_Idx
IDCJAC0010,66062,2014,8,24,19.4,1,Y,0
IDCJAC0010,66062,2014,8,25,19.3,1,Y,1
IDCJAC0010,66062,2014,8,26,15.6,1,Y,2
IDCJAC0010,66062,2014,8,27,19.8,1,Y,3
IDCJAC0010,66062,2014,8,28,19.7,1,Y,4
IDCJAC0010,66062,2014,8,29,18,1,Y,5
IDCJAC0010,66062,2014,8,30,16.1,1,Y,6
IDCJAC0010,66062,2014,8,31,20.8,1,Y,0
IDCJAC0010,66062,2014,9,1,23.6,1,Y,1
IDCJAC0010,66062,2014,9,2,18.4,1,Y,2
IDCJAC0010,66062,2014,9,3,16.7,1,Y,3
IDCJAC0010,66062,2014,9,4,17.6,1,Y,4
IDCJAC0010,66062,2014,9,5,18.2,1,Y,5
IDCJAC0010,66062,2014,9,6,19.1,1,Y,6
IDCJAC0010,66062,2014,9,7,19,1,Y,0
IDCJAC0010,66062,2014,9,8,19.5,1,Y,1
IDCJAC0010,66062,2014,9,9,23.1,1,Y,2
IDCJAC0010,66062,2014,9,10,24.4,1,Y,3
IDCJAC0010,66062,2014,9,11,25.8,1,Y,4
IDCJAC0010,66062,2014,9,12,18.4,1,Y,5
IDCJAC0010,66062,2014,9,13,17.6,1,Y,6
IDCJAC0010,66062,2014,9,14,22.6,1,Y,0
IDCJAC0010,66062,2014,9,15,20.1,1,Y,1
IDCJAC0010,66062,2014,9,16,21.7,1,Y,2
IDCJAC0010,66062,2014,9,17,22.2,1,Y,3
IDCJAC0010,66062,2014,9,18,20.5,1,Y,4
IDCJAC0010,66062,2014,9,19,22.2,1,Y,5
IDCJAC0010,66062,2014,9,20,20.3,1,Y,6
IDCJAC0010,66062,2014,9,21,20.9,1,Y,0
IDCJAC0010,66062,2014,9,22,20.2,1,Y,1
IDCJAC0010,66062,2014,9,23,21.2,1,Y,2
IDCJAC0010,66062,2014,9,24,22.2,1,Y,3
IDCJAC0010,66062,2014,9,25,24.6,1,Y,4
IDCJAC0010,66062,2014,9,26,21.7,1,Y,5
IDCJAC0010,66062,2014,9,27,22.8,1,Y,6
IDCJAC0010,66062,2014,9,28,25.4,1,Y,0
IDCJAC0010,66062,2014,9,29,32.9,1,Y,1
IDCJAC0010,66062,2014,9,30,33.5,1,Y,2
IDCJAC0010,66062,2014,10,1,22.1,1,Y,3
IDCJAC0010,66062,2014,10,2,24.9,1,Y,4
IDCJAC0010,66062,2014,10,3,21.1,1,Y,5
IDCJAC0010,66062,2014,10,4,21.9,1,Y,6
IDCJAC0010,66062,2014,10,5,33.8,1,Y,0
IDCJAC0010,66062,2014,10,6,26,1,Y,1
IDCJAC0010,66062,2014,10,7,27.9,1,Y,2
IDCJAC0010,66062,2014,10,8,21.1,1,Y,3
IDCJAC0010,66062,2014,10,9,21.2,1,Y,4
IDCJAC0010,66062,2014,10,10,22.8,1,Y,5
IDCJAC0010,66062,2014,10,11,26.8,1,Y,6
IDCJAC0010,66062,2014,10,12,24.7,1,Y,0
IDCJAC0010,66062,2014,10,13,26.2,1,Y,1
IDCJAC0010,66062,2014,10,14,17.6,1,Y,2
IDCJAC0010,66062,2014,10,15,16,1,Y,3
IDCJAC0010,66062,2014,10,16,23.4,1,Y,4
IDCJAC0010,66062,2014,10,17,20.8,1,Y,5
IDCJAC0010,66062,2014,10,18,20.4,1,Y,6
IDCJAC0010,66062,2014,10,19,23.9,1,Y,0
IDCJAC0010,66062,2014,10,20,20.8,1,Y,1
IDCJAC0010,66062,2014,10,21,18.7,1,Y,2
IDCJAC0010,66062,2014,10,22,21.3,1,Y,3
IDCJAC0010,66062,2014,10,23,28,1,Y,4
IDCJAC0010,66062,2014,10,24,26.4,1,Y,5
IDCJAC0010,66062,2014,10,25,29.9,1,Y,6
IDCJAC0010,66062,2014,10,26,32.5,1,Y,0
IDCJAC0010,66062,2014,10,27,31.6,1,Y,1
IDCJAC0010,66062,2014,10,28,28.9,1,Y,2
IDCJAC0010,66062,2014,10,29,24.6,1,Y,3
IDCJAC0010,66062,2014,10,30,30.8,1,Y,4
IDCJAC0010,66062,2014,10,31,30.2,1,Y,5
IDCJAC0010,66062,2014,11,1,36.5,1,Y,6
IDCJAC0010,66062,2014,11,2,23.5,1,Y,0
IDCJAC0010,66062,2014,11,3,21.5,1,Y,1
IDCJAC0010,66062,2014,11,4,21.8,1,Y,2
IDCJAC0010,66062,2014,11,5,23.5,1,Y,3
IDCJAC0010,66062,2014,11,6,23.2,1,Y,4
IDCJAC0010,66062,2014,11,7,22.1,1,Y,5
IDCJAC0010,66062,2014,11,8,23.1,1,Y,6
IDCJAC0010,66062,2014,11,9,26.2,1,Y,0
IDCJAC0010,66062,2014,11,10,23.6,1,Y,1
IDCJAC0010,66062,2014,11,11,23.2,1,Y,2
IDCJAC0010,66062,2014,11,12,22.2,1,Y,3
IDCJAC0010,66062,2014,11,13,23.5,1,Y,4
IDCJAC0010,66062,2014,11,14,32.2,1,Y,5
IDCJAC0010,66062,2014,11,15,24.1,1,Y,6
IDCJAC0010,66062,2014,11,16,28.5,1,Y,0
IDCJAC0010,66062,2014,11,17,25.5,1,Y,1
IDCJAC0010,66062,2014,11,18,26.7,1,Y,2
IDCJAC0010,66062,2014,11,19,24.9,1,Y,3
IDCJAC0010,66062,2014,11,20,31.1,1,Y,4
IDCJAC0010,66062,2014,11,21,33.9,1,Y,5
IDCJAC0010,66062,2014,11,22,26.3,1,Y,6
IDCJAC0010,66062,2014,11,23,30.1,1,Y,0
IDCJAC0010,66062,2014,11,24,30.2,1,Y,1
IDCJAC0010,66062,2014,11,25,24.7,1,Y,2
IDCJAC0010,66062,2014,11,26,23.3,1,Y,3
IDCJAC0010,66062,2014,11,27,20.9,1,Y,4
IDCJAC0010,66062,2014,11,28,23.3,1,Y,5
IDCJAC0010,66062,2014,11,29,25.3,1,Y,6
IDCJAC0010,66062,2014,11,30,26.8,1,Y,0
IDCJAC0010,66062,2014,12,1,26.8,1,Y,1
IDCJAC0010,66062,2014,12,2,28.9,1,Y,2
IDCJAC0010,66062,2014,12,3,29.3,1,Y,3
IDCJAC0010,66062,2014,12,4,26.9,1,Y,4
IDCJAC0010,66062,2014,12,5,27.2,1,Y,5
IDCJAC0010,66062,2014,12,6,26.7,1,Y,6
IDCJAC0010,66062,2014,12,7,27.2,1,Y,0
IDCJAC0010,66062,2014,12,8,32,1,Y,1
IDCJAC0010,66062,2014,12,9,23.8,1,Y,2
IDCJAC0010,66062,2014,12,10,25.3,1,Y,3
IDCJAC0010,66062,2014,12,11,22,1,Y,4
IDCJAC0010,66062,2014,12,12,23,1,Y,5
IDCJAC0010,66062,2014,12,13,24.1,1,Y,6
IDCJAC0010,66062,2014,12,14,24.4,1,Y,0
IDCJAC0010,66062,2014,12,15,25.9,1,Y,1
IDCJAC0010,66062,2014,12,16,25,1,Y,2
IDCJAC0010,66062,2014,12,17,23.8,1,Y,3
IDCJAC0010,66062,2014,12,18,25.3,1,Y,4
IDCJAC0010,66062,2014,12,19,24.1,1,Y,5
IDCJAC0010,66062,2014,12,20,23.1,1,Y,6
IDCJAC0010,66062,2014,12,21,25.7,1,Y,0
IDCJAC0010,66062,2014,12,22,26.4,1,Y,1
IDCJAC0010,66062,2014,12,23,26.1,1,Y,2
IDCJAC0010,66062,2014,12,24,24.3,1,Y,3
IDCJAC0010,66062,2014,12,25,26.8,1,Y,4
IDCJAC0010,66062,2014,12,26,30.4,1,Y,5
IDCJAC0010,66062,2014,12,27,21.7,1,Y,6
IDCJAC0010,66062,2014,12,28,24.2,1,Y,0
IDCJAC0010,66062,2014,12,29,27.3,1,Y,1
IDCJAC0010,66062,2014,12,30,28.1,1,Y,2
IDCJAC0010,66062,2014,12,31,25.2,1,Y,3
IDCJAC0010,66062,2015,1,1,28.4,1,Y,4
IDCJAC0010,66062,2015,1,2,28.5,1,Y,5
IDCJAC0010,66062,2015,1,3,28.8,1,Y,6
IDCJAC0010,66062,2015,1,4,30.4,1,Y,0
IDCJAC0010,66062,2015,1,5,26.3,1,Y,1
IDCJAC0010,66062,2015,1,6,28.2,1,Y,2
IDCJAC0010,66062,2015,1,7,29.3,1,Y,3
IDCJAC0010,66062,2015,1,8,28,1,Y,4
IDCJAC0010,66062,2015,1,9,29.9,1,Y,5
IDCJAC0010,66062,2015,1,10,28.7,1,Y,6
IDCJAC0010,66062,2015,1,11,22.9,1,Y,0
IDCJAC0010,66062,2015,1,12,24.4,1,Y,1
IDCJAC0010,66062,2015,1,13,28.8,1,Y,2
IDCJAC0010,66062,2015,1,14,34.2,1,Y,3
IDCJAC0010,66062,2015,1,15,29,1,Y,4
IDCJAC0010,66062,2015,1,16,27.6,1,Y,5
IDCJAC0010,66062,2015,1,17,35.7,1,Y,6
IDCJAC0010,66062,2015,1,18,29.1,1,Y,0
IDCJAC0010,66062,2015,1,19,22.7,1,Y,1
IDCJAC0010,66062,2015,1,20,24.8,1,Y,2
IDCJAC0010,66062,2015,1,21,28,1,Y,3
IDCJAC0010,66062,2015,1,22,28.3,1,Y,4
IDCJAC0010,66062,2015,1,23,29.1,1,Y,5
IDCJAC0010,66062,2015,1,24,29.1,1,Y,6
IDCJAC0010,66062,2015,1,25,34.4,1,Y,0
IDCJAC0010,66062,2015,1,26,20.4,1,Y,1
IDCJAC0010,66062,2015,1,27,20.4,1,Y,2
IDCJAC0010,66062,2015,1,28,20.5,1,Y,3
IDCJAC0010,66062,2015,1,29,24.3,1,Y,4
IDCJAC0010,66062,2015,1,30,27.3,1,Y,5
IDCJAC0010,66062,2015,1,31,26.1,1,Y,6
IDCJAC0010,66062,2015,2,1,26.6,1,Y,0
IDCJAC0010,66062,2015,2,2,25,1,Y,1
IDCJAC0010,66062,2015,2,3,26.5,1,Y,2
IDCJAC0010,66062,2015,2,4,25.6,1,Y,3
IDCJAC0010,66062,2015,2,5,24.3,1,Y,4
IDCJAC0010,66062,2015,2,6,25.6,1,Y,5
IDCJAC0010,66062,2015,2,7,26.5,1,Y,6
IDCJAC0010,66062,2015,2,8,32.1,1,Y,0
IDCJAC0010,66062,2015,2,9,25.9,1,Y,1
IDCJAC0010,66062,2015,2,10,28.2,1,Y,2
IDCJAC0010,66062,2015,2,11,28.6,1,Y,3
IDCJAC0010,66062,2015,2,12,28.8,1,Y,4
IDCJAC0010,66062,2015,2,13,28.1,1,Y,5
IDCJAC0010,66062,2015,2,14,27.2,1,Y,6
IDCJAC0010,66062,2015,2,15,29.4,1,Y,0
IDCJAC0010,66062,2015,2,16,28,1,Y,1
IDCJAC0010,66062,2015,2,17,27.8,1,Y,2
IDCJAC0010,66062,2015,2,18,27.6,1,Y,3
IDCJAC0010,66062,2015,2,19,27.6,1,Y,4
IDCJAC0010,66062,2015,2,20,26.8,1,Y,5
IDCJAC0010,66062,2015,2,21,25.6,1,Y,6
IDCJAC0010,66062,2015,2,22,27.4,1,Y,0
IDCJAC0010,66062,2015,2,23,27.6,1,Y,1
IDCJAC0010,66062,2015,2,24,25.6,1,Y,2
IDCJAC0010,66062,2015,2,25,23.8,1,Y,3
IDCJAC0010,66062,2015,2,26,25.8,1,Y,4
IDCJAC0010,66062,2015,2,27,27.5,1,Y,5
IDCJAC0010,66062,2015,2,28,27,1,Y,6
IDCJAC0010,66062,2015,3,1,36.4,1,Y,0
IDCJAC0010,66062,2015,3,2,24.6,1,Y,1
IDCJAC0010,66062,2015,3,3,27.7,1,Y,2
IDCJAC0010,66062,2015,3,4,27.9,1,Y,3
IDCJAC0010,66062,2015,3,5,28.6,1,Y,4
IDCJAC0010,66062,2015,3,6,30.9,1,Y,5
IDCJAC0010,66062,2015,3,7,25.4,1,Y,6
IDCJAC0010,66062,2015,3,8,27.6,1,Y,0
IDCJAC0010,66062,2015,3,9,31.2,1,Y,1
IDCJAC0010,66062,2015,3,10,24.5,1,Y,2
IDCJAC0010,66062,2015,3,11,27.9,1,Y,3
IDCJAC0010,66062,2015,3,12,28.7,1,Y,4
IDCJAC0010,66062,2015,3,13,21.9,1,Y,5
IDCJAC0010,66062,2015,3,14,24.5,1,Y,6
IDCJAC0010,66062,2015,3,15,24.9,1,Y,0
IDCJAC0010,66062,2015,3,16,23.6,1,Y,1
IDCJAC0010,66062,2015,3,17,24.4,1,Y,2
IDCJAC0010,66062,2015,3,18,29.9,1,Y,3
IDCJAC0010,66062,2015,3,19,28.9,1,Y,4
IDCJAC0010,66062,2015,3,20,31.4,1,Y,5
IDCJAC0010,66062,2015,3,21,23.1,1,Y,6
IDCJAC0010,66062,2015,3,22,24.4,1,Y,0
IDCJAC0010,66062,2015,3,23,26.5,1,Y,1
IDCJAC0010,66062,2015,3,24,27.6,1,Y,2
IDCJAC0010,66062,2015,3,25,24.8,1,Y,3
IDCJAC0010,66062,2015,3,26,28.7,1,Y,4
IDCJAC0010,66062,2015,3,27,27.6,1,Y,5
IDCJAC0010,66062,2015,3,28,24.5,1,Y,6
IDCJAC0010,66062,2015,3,29,24.7,1,Y,0
IDCJAC0010,66062,2015,3,30,23.9,1,Y,1
IDCJAC0010,66062,2015,3,31,24.1,1,Y,2
IDCJAC0010,66062,2015,4,1,25.3,1,Y,3
IDCJAC0010,66062,2015,4,2,27.9,1,Y,4
IDCJAC0010,66062,2015,4,3,19,1,Y,5
IDCJAC0010,66062,2015,4,4,20.1,1,Y,6
IDCJAC0010,66062,2015,4,5,25.9,1,Y,0
IDCJAC0010,66062,2015,4,6,24.9,1,Y,1
IDCJAC0010,66062,2015,4,7,23,1,Y,2
IDCJAC0010,66062,2015,4,8,22.3,1,Y,3
IDCJAC0010,66062,2015,4,9,22.2,1,Y,4
IDCJAC0010,66062,2015,4,10,22.4,1,Y,5
IDCJAC0010,66062,2015,4,11,22.7,1,Y,6
IDCJAC0010,66062,2015,4,12,23.5,1,Y,0
IDCJAC0010,66062,2015,4,13,22.2,1,Y,1
IDCJAC0010,66062,2015,4,14,22.4,1,Y,2
IDCJAC0010,66062,2015,4,15,24.2,1,Y,3
IDCJAC0010,66062,2015,4,16,31.7,1,Y,4
IDCJAC0010,66062,2015,4,17,23.7,1,Y,5
IDCJAC0010,66062,2015,4,18,28.6,1,Y,6
IDCJAC0010,66062,2015,4,19,22.5,1,Y,0
IDCJAC0010,66062,2015,4,20,17.2,1,Y,1
IDCJAC0010,66062,2015,4,21,17.7,1,Y,2
IDCJAC0010,66062,2015,4,22,17.9,1,Y,3
IDCJAC0010,66062,2015,4,23,23.8,1,Y,4
IDCJAC0010,66062,2015,4,24,25.1,1,Y,5
IDCJAC0010,66062,2015,4,25,25.9,1,Y,6
IDCJAC0010,66062,2015,4,26,17.1,1,Y,0
IDCJAC0010,66062,2015,4,27,20.9,1,Y,1
IDCJAC0010,66062,2015,4,28,20.9,1,Y,2
IDCJAC0010,66062,2015,4,29,18.9,1,Y,3
IDCJAC0010,66062,2015,4,30,20.9,1,Y,4
IDCJAC0010,66062,2015,5,1,21.7,1,Y,5
IDCJAC0010,66062,2015,5,2,23,1,Y,6
IDCJAC0010,66062,2015,5,3,20.9,1,Y,0
IDCJAC0010,66062,2015,5,4,21.8,1,Y,1
IDCJAC0010,66062,2015,5,5,27.5,1,Y,2
IDCJAC0010,66062,2015,5,6,21,1,Y,3
IDCJAC0010,66062,2015,5,7,20.3,1,Y,4
IDCJAC0010,66062,2015,5,8,21,1,Y,5
IDCJAC0010,66062,2015,5,9,21,1,Y,6
IDCJAC0010,66062,2015,5,10,21.2,1,Y,0
IDCJAC0010,66062,2015,5,11,21.9,1,Y,1
IDCJAC0010,66062,2015,5,12,22.5,1,Y,2
IDCJAC0010,66062,2015,5,13,17.3,1,Y,3
IDCJAC0010,66062,2015,5,14,19.3,1,Y,4
IDCJAC0010,66062,2015,5,15,20,1,Y,5
IDCJAC0010,66062,2015,5,16,20.8,1,Y,6
IDCJAC0010,66062,2015,5,17,20.5,1,Y,0
IDCJAC0010,66062,2015,5,18,19.3,1,Y,1
IDCJAC0010,66062,2015,5,19,21.5,1,Y,2
IDCJAC0010,66062,2015,5,20,25.4,1,Y,3
IDCJAC0010,66062,2015,5,21,21.8,1,Y,4
IDCJAC0010,66062,2015,5,22,17.7,1,Y,5
IDCJAC0010,66062,2015,5,23,19,1,Y,6
IDCJAC0010,66062,2015,5,24,20.3,1,Y,0
IDCJAC0010,66062,2015,5,25,19.5,1,Y,1
IDCJAC0010,66062,2015,5,26,19,1,Y,2
IDCJAC0010,66062,2015,5,27,21.6,1,Y,3
IDCJAC0010,66062,2015,5,28,21,1,Y,4
IDCJAC0010,66062,2015,5,29,19.2,1,Y,5
IDCJAC0010,66062,2015,5,30,18.3,1,Y,6
IDCJAC0010,66062,2015,5,31,15,1,Y,0
IDCJAC0010,66062,2015,6,1,15.9,1,Y,1
IDCJAC0010,66062,2015,6,2,16.6,1,Y,2
IDCJAC0010,66062,2015,6,3,18.4,1,Y,3
IDCJAC0010,66062,2015,6,4,19,1,Y,4
IDCJAC0010,66062,2015,6,5,17.7,1,Y,5
IDCJAC0010,66062,2015,6,6,21,1,Y,6
IDCJAC0010,66062,2015,6,7,22.6,1,Y,0
IDCJAC0010,66062,2015,6,8,22.9,1,Y,1
IDCJAC0010,66062,2015,6,9,22.6,1,Y,2
IDCJAC0010,66062,2015,6,10,14.6,1,Y,3
IDCJAC0010,66062,2015,6,11,16.1,1,Y,4
IDCJAC0010,66062,2015,6,12,19.4,1,Y,5
IDCJAC0010,66062,2015,6,13,19.7,1,Y,6
IDCJAC0010,66062,2015,6,14,19.9,1,Y,0
IDCJAC0010,66062,2015,6,15,16.9,1,Y,1
IDCJAC0010,66062,2015,6,16,17.9,1,Y,2
IDCJAC0010,66062,2015,6,17,17.6,1,Y,3
IDCJAC0010,66062,2015,6,18,17.4,1,Y,4
IDCJAC0010,66062,2015,6,19,14.5,1,Y,5
IDCJAC0010,66062,2015,6,20,16.6,1,Y,6
IDCJAC0010,66062,2015,6,21,14.1,1,Y,0
IDCJAC0010,66062,2015,6,22,19.2,1,Y,1
IDCJAC0010,66062,2015,6,23,20.3,1,Y,2
IDCJAC0010,66062,2015,6,24,21.3,1,Y,3
IDCJAC0010,66062,2015,6,25,19.4,1,Y,4
IDCJAC0010,66062,2015,6,26,19.2,1,Y,5
IDCJAC0010,66062,2015,6,27,19.4,1,Y,6
IDCJAC0010,66062,2015,6,28,19.6,1,Y,0
IDCJAC0010,66062,2015,6,29,19.5,1,Y,1
IDCJAC0010,66062,2015,6,30,19.1,1,Y,2
IDCJAC0010,66062,2015,7,1,17.5,1,Y,3
IDCJAC0010,66062,2015,7,2,16.4,1,Y,4
IDCJAC0010,66062,2015,7,3,16.2,1,Y,5
IDCJAC0010,66062,2015,7,4,16.1,1,Y,6
IDCJAC0010,66062,2015,7,5,18.6,1,Y,0
IDCJAC0010,66062,2015,7,6,17.3,1,Y,1
IDCJAC0010,66062,2015,7,7,14.7,1,Y,2
IDCJAC0010,66062,2015,7,8,16.5,1,Y,3
IDCJAC0010,66062,2015,7,9,17.6,1,Y,4
IDCJAC0010,66062,2015,7,10,16.9,1,Y,5
IDCJAC0010,66062,2015,7,11,19.9,1,Y,6
IDCJAC0010,66062,2015,7,12,15.1,1,Y,0
IDCJAC0010,66062,2015,7,13,16.9,1,Y,1
IDCJAC0010,66062,2015,7,14,17.6,1,Y,2
IDCJAC0010,66062,2015,7,15,16.8,1,Y,3
IDCJAC0010,66062,2015,7,16,13.4,1,Y,4
IDCJAC0010,66062,2015,7,17,14.3,1,Y,5
IDCJAC0010,66062,2015,7,18,14.6,1,Y,6
IDCJAC0010,66062,2015,7,19,16.7,1,Y,0
IDCJAC0010,66062,2015,7,20,17.9,1,Y,1
IDCJAC0010,66062,2015,7,21,19.3,1,Y,2
IDCJAC0010,66062,2015,7,22,16.9,1,Y,3
IDCJAC0010,66062,2015,7,23,19.1,1,Y,4
IDCJAC0010,66062,2015,7,24,20,1,Y,5
IDCJAC0010,66062,2015,7,25,20.8,1,Y,6
IDCJAC0010,66062,2015,7,26,20.2,1,Y,0
IDCJAC0010,66062,2015,7,27,15.7,1,Y,1
IDCJAC0010,66062,2015,7,28,17.3,1,Y,2
IDCJAC0010,66062,2015,7,29,18.4,1,Y,3
IDCJAC0010,66062,2015,7,30,20.5,1,Y,4
IDCJAC0010,66062,2015,7,31,21,1,Y,5
IDCJAC0010,66062,2015,8,1,22.3,1,Y,6
IDCJAC0010,66062,2015,8,2,24.7,1,Y,0
IDCJAC0010,66062,2015,8,3,19.4,1,Y,1
IDCJAC0010,66062,2015,8,4,15.1,1,Y,2
IDCJAC0010,66062,2015,8,5,14.2,1,Y,3
IDCJAC0010,66062,2015,8,6,16.4,1,Y,4
IDCJAC0010,66062,2015,8,7,18.5,1,Y,5
IDCJAC0010,66062,2015,8,8,17.5,1,Y,6
IDCJAC0010,66062,2015,8,9,17.6,1,Y,0
IDCJAC0010,66062,2015,8,10,20.6,1,Y,1
IDCJAC0010,66062,2015,8,11,21,1,Y,2
IDCJAC0010,66062,2015,8,12,17.5,1,Y,3
IDCJAC0010,66062,2015,8,13,19.8,1,Y,4
IDCJAC0010,66062,2015,8,14,20.4,1,Y,5
IDCJAC0010,66062,2015,8,15,18.1,1,Y,6
IDCJAC0010,66062,2015,8,16,19.8,1,Y,0
IDCJAC0010,66062,2015,8,17,20.5,1,Y,1
IDCJAC0010,66062,2015,8,18,16.2,1,Y,2
IDCJAC0010,66062,2015,8,19,17,1,Y,3
IDCJAC0010,66062,2015,8,20,18.9,1,Y,4
IDCJAC0010,66062,2015,8,21,21,1,Y,5
IDCJAC0010,66062,2015,8,22,28.3,1,Y,6
IDCJAC0010,66062,2015,8,23,18.5,1,Y,0
IDCJAC0010,66062,2015,8,24,17.4,1,Y,1
IDCJAC0010,66062,2015,8,25,19.9,1,Y,2
IDCJAC0010,66062,2015,8,26,20.2,1,Y,3
IDCJAC0010,66062,2015,8,27,20.5,1,Y,4
IDCJAC0010,66062,2015,8,28,20.8,1,Y,5
IDCJAC0010,66062,2015,8,29,20.3,1,Y,6
IDCJAC0010,66062,2015,8,30,18.7,1,Y,0
IDCJAC0010,66062,2015,8,31,19.7,1,Y,1
IDCJAC0010,66062,2015,9,1,19.7,1,Y,2
IDCJAC0010,66062,2015,9,2,18.8,1,Y,3
IDCJAC0010,66062,2015,9,3,20.8,1,Y,4
IDCJAC0010,66062,2015,9,4,19.5,1,Y,5
IDCJAC0010,66062,2015,9,5,21.7,1,Y,6
IDCJAC0010,66062,2015,9,6,17.5,1,Y,0
IDCJAC0010,66062,2015,9,7,24.9,1,Y,1
IDCJAC0010,66062,2015,9,8,20,1,Y,2
IDCJAC0010,66062,2015,9,9,20.2,1,Y,3
IDCJAC0010,66062,2015,9,10,19.6,1,Y,4
IDCJAC0010,66062,2015,9,11,21.3,1,Y,5
IDCJAC0010,66062,2015,9,12,25.4,1,Y,6
IDCJAC0010,66062,2015,9,13,22.3,1,Y,0
IDCJAC0010,66062,2015,9,14,23.6,1,Y,1
IDCJAC0010,66062,2015,9,15,29.8,1,Y,2
IDCJAC0010,66062,2015,9,16,21.1,1,Y,3
IDCJAC0010,66062,2015,9,17,19.9,1,Y,4
IDCJAC0010,66062,2015,9,18,20,1,Y,5
IDCJAC0010,66062,2015,9,19,19.5,1,Y,6
IDCJAC0010,66062,2015,9,20,18.6,1,Y,0
IDCJAC0010,66062,2015,9,21,22.5,1,Y,1
IDCJAC0010,66062,2015,9,22,19.5,1,Y,2
IDCJAC0010,66062,2015,9,23,16.2,1,Y,3
IDCJAC0010,66062,2015,9,24,16.3,1,Y,4
IDCJAC0010,66062,2015,9,25,16.4,1,Y,5
IDCJAC0010,66062,2015,9,26,20.1,1,Y,6
IDCJAC0010,66062,2015,9,27,19.2,1,Y,0
IDCJAC0010,66062,2015,9,28,20.8,1,Y,1
IDCJAC0010,66062,2015,9,29,23.4,1,Y,2
IDCJAC0010,66062,2015,9,30,21.4,1,Y,3
IDCJAC0010,66062,2015,10,1,22.9,1,Y,4
IDCJAC0010,66062,2015,10,2,23,1,Y,5
IDCJAC0010,66062,2015,10,3,27.5,1,Y,6
IDCJAC0010,66062,2015,10,4,33.8,1,Y,0
IDCJAC0010,66062,2015,10,5,37,1,Y,1
IDCJAC0010,66062,2015,10,6,32.3,1,Y,2
IDCJAC0010,66062,2015,10,7,21.5,1,Y,3
IDCJAC0010,66062,2015,10,8,21.1,1,Y,4
IDCJAC0010,66062,2015,10,9,22.7,1,Y,5
IDCJAC0010,66062,2015,10,10,24.3,1,Y,6
IDCJAC0010,66062,2015,10,11,24.3,1,Y,0
IDCJAC0010,66062,2015,10,12,29.5,1,Y,1
IDCJAC0010,66062,2015,10,13,20.4,1,Y,2
IDCJAC0010,66062,2015,10,14,23.3,1,Y,3
IDCJAC0010,66062,2015,10,15,24,1,Y,4
IDCJAC0010,66062,2015,10,16,27.5,1,Y,5
IDCJAC0010,66062,2015,10,17,26,1,Y,6
IDCJAC0010,66062,2015,10,18,23.2,1,Y,0
IDCJAC0010,66062,2015,10,19,24.6,1,Y,1
IDCJAC0010,66062,2015,10,20,26.8,1,Y,2
IDCJAC0010,66062,2015,10,21,27.9,1,Y,3
IDCJAC0010,66062,2015,10,22,20.5,1,Y,4
IDCJAC0010,66062,2015,10,23,21.4,1,Y,5
IDCJAC0010,66062,2015,10,24,22.3,1,Y,6
IDCJAC0010,66062,2015,10,25,24.9,1,Y,0
IDCJAC0010,66062,2015,10,26,29.4,1,Y,1
IDCJAC0010,66062,2015,10,27,19.6,1,Y,2
IDCJAC0010,66062,2015,10,28,21.2,1,Y,3
IDCJAC0010,66062,2015,10,29,23,1,Y,4
IDCJAC0010,66062,2015,10,30,23.1,1,Y,5
IDCJAC0010,66062,2015,10,31,24.2,1,Y,6
IDCJAC0010,66062,2015,11,1,26.8,1,Y,0
IDCJAC0010,66062,2015,11,2,30.7,1,Y,1
IDCJAC0010,66062,2015,11,3,20,1,Y,2
IDCJAC0010,66062,2015,11,4,19.6,1,Y,3
IDCJAC0010,66062,2015,11,5,23.4,1,Y,4
IDCJAC0010,66062,2015,11,6,28.3,1,Y,5
IDCJAC0010,66062,2015,11,7,24.6,1,Y,6
IDCJAC0010,66062,2015,11,8,21.7,1,Y,0
IDCJAC0010,66062,2015,11,9,23.3,1,Y,1
IDCJAC0010,66062,2015,11,10,25.6,1,Y,2
IDCJAC0010,66062,2015,11,11,23.9,1,Y,3
IDCJAC0010,66062,2015,11,12,25.5,1,Y,4
IDCJAC0010,66062,2015,11,13,28.8,1,Y,5
IDCJAC0010,66062,2015,11,14,20.1,1,Y,6
IDCJAC0010,66062,2015,11,15,20.9,1,Y,0
IDCJAC0010,66062,2015,11,16,22.6,1,Y,1
IDCJAC0010,66062,2015,11,17,25.1,1,Y,2
IDCJAC0010,66062,2015,11,18,36.5,1,Y,3
IDCJAC0010,66062,2015,11,19,31.2,1,Y,4
IDCJAC0010,66062,2015,11,20,40.9,1,Y,5
IDCJAC0010,66062,2015,11,21,22.1,1,Y,6
IDCJAC0010,66062,2015,11,22,22.4,1,Y,0
IDCJAC0010,66062,2015,11,23,26.5,1,Y,1
IDCJAC0010,66062,2015,11,24,25.2,1,Y,2
IDCJAC0010,66062,2015,11,25,32.7,1,Y,3
IDCJAC0010,66062,2015,11,26,37.8,1,Y,4
IDCJAC0010,66062,2015,11,27,22.6,1,Y,5
IDCJAC0010,66062,2015,11,28,23.8,1,Y,6
IDCJAC0010,66062,2015,11,29,26,1,Y,0
IDCJAC0010,66062,2015,11,30,26.3,1,Y,1
IDCJAC0010,66062,2015,12,1,33.3,1,Y,2
IDCJAC0010,66062,2015,12,2,22.8,1,Y,3
IDCJAC0010,66062,2015,12,3,21.7,1,Y,4
