RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.062443,0.084431,7.6817,11.737,8154.5,10924
0.062032,0.084068,7.6187,11.654,8113.7,10820
0.062389,0.08426,7.673,11.717,8155.5,10867
0.062347,0.082752,7.643,11.455,8137.8,10654
0.062433,0.083776,7.6748,11.551,8163,10764
0.062375,0.085145,7.6528,11.726,8138.4,10893
0.062307,0.083731,7.6488,11.599,8144.2,10815
0.06213,0.08398,7.6308,11.591,8117.8,10788
0.062737,0.085345,7.7078,11.777,8200.1,10944
0.062287,0.083998,7.6466,11.56,8142.4,10843
0.062392,0.085194,7.6911,11.963,8171.2,11043
0.06246,0.084245,7.6841,11.71,8169,10822
0.062458,0.08373,7.6773,11.598,8166.5,10769
0.062358,0.084618,7.676,11.678,8163.1,10876
0.062397,0.083991,7.6502,11.617,8144,10764
0.062369,0.084806,7.6706,11.804,8159.5,10967
0.06233,0.084042,7.649,11.677,8145.8,10861
0.062429,0.084052,7.6774,11.64,8157.7,10786
0.062153,0.083628,7.6264,11.599,8120.5,10769
0.062436,0.083937,7.6774,11.758,8160.8,10877
0.062442,0.084696,7.6715,11.731,8159.3,10927
0.062714,0.083364,7.7084,11.584,8197.6,10734
0.062591,0.083999,7.6902,11.536,8186.2,10767
0.062299,0.084367,7.6655,11.696,8150.5,10911
0.062673,0.084596,7.698,11.653,8187.7,10837
0.062533,0.083953,7.6946,11.663,8178.6,10831
0.0624,0.082412,7.6703,11.39,8156.7,10616
0.062352,0.084224,7.6533,11.72,8141,10874
0.062139,0.082848,7.6396,11.521,8127.8,10732
0.062434,0.084931,7.6535,11.761,8144.1,10964
0.062581,0.08588,7.7011,11.981,8192.4,11087
0.062421,0.083207,7.6807,11.427,8162.9,10685
0.062628,0.084892,7.6984,11.718,8188.6,10850
0.062556,0.084815,7.6657,11.722,8163.3,10865
0.062262,0.084355,7.6584,11.813,8146.2,10903
0.062287,0.083457,7.6449,11.604,8133.3,10789
0.061988,0.084054,7.6267,11.621,8113.3,10822
0.062521,0.083442,7.6643,11.54,8162.8,10790
0.062216,0.083878,7.6443,11.662,8137.3,10843
0.062525,0.084628,7.6871,11.826,8164.5,10912
