Training,Testing
0.078388,0.096666
0.078589,0.098041
0.078448,0.097138
0.079007,0.09704
0.079084,0.098194
0.078569,0.097821
0.079017,0.097682
0.078866,0.097344
0.078771,0.097924
0.078845,0.097867
0.079075,0.09759
0.078596,0.098115
0.078545,0.097145
0.078324,0.096449
0.078465,0.097405
0.078672,0.09698
0.079068,0.098015
0.078868,0.097711
0.078617,0.098055
0.078987,0.098255
0.078777,0.098313
0.078553,0.098215
0.07866,0.097293
0.078919,0.099234
0.079406,0.098163
0.078388,0.097625
0.079398,0.097734
0.078534,0.097512
0.079532,0.099779
0.079412,0.09847
0.078899,0.097357
0.078793,0.099882
0.078858,0.099325
0.079288,0.099157
0.078891,0.097047
0.07899,0.097904
0.078636,0.097159
0.079408,0.098622
0.078468,0.097392
0.078167,0.096947
0.078782,0.098678
0.078631,0.096983
0.078331,0.096783
0.078742,0.098284
0.078568,0.09725
0.079327,0.099015
0.078728,0.097869
0.07959,0.09914
0.078507,0.097483
0.079064,0.099346
0.07839,0.097718
0.07876,0.097875
0.077862,0.09756
0.079049,0.098791
0.078722,0.098018
0.078442,0.097224
0.078826,0.096711
0.078822,0.098229
0.078875,0.098747
0.07898,0.098026
0.078468,0.097328
0.079474,0.098915
0.078693,0.098682
0.07894,0.096701
0.079279,0.097967
0.07829,0.096402
0.07877,0.097444
0.078453,0.098195
0.078952,0.098759
0.078823,0.096225
0.078603,0.09745
0.07879,0.097182
0.078435,0.097275
0.07879,0.098202
0.078734,0.097899
0.078506,0.097133
0.078287,0.096819
0.078927,0.097789
0.078762,0.097741
0.078772,0.09909
0.078619,0.096934
0.079055,0.097822
0.07889,0.099809
0.077972,0.096308
0.079338,0.097774
0.078983,0.098647
0.078851,0.097464
0.078679,0.098099
0.078126,0.096784
0.078491,0.097621
0.07782,0.097462
0.078379,0.096873
0.078873,0.097642
0.078852,0.098952
0.078644,0.09892
0.079106,0.097754
0.078766,0.098606
0.079046,0.099133
0.079167,0.098753
0.078445,0.096847
0.079054,0.099642
0.078599,0.098419
0.078745,0.097729
0.078699,0.098215
0.078575,0.098388
0.07841,0.097753
0.078446,0.097893
0.078459,0.09823
0.079051,0.097567
0.078316,0.096818
0.078618,0.097531
0.07917,0.098748
0.079519,0.10044
0.07843,0.097415
0.078738,0.098046
0.078821,0.098139
0.078794,0.098566
0.078772,0.098869
0.078676,0.098206
0.078617,0.097226
0.078873,0.097695
0.078633,0.097441
0.078791,0.098406
0.078709,0.09632
0.078432,0.098126
0.078636,0.098639
0.078584,0.097441
0.078818,0.097872
0.07885,0.097301
0.078811,0.09786
0.078586,0.099012
0.079361,0.099308
0.078371,0.098255
0.078363,0.09717
0.078914,0.096843
0.078699,0.098908
0.078683,0.097092
0.079152,0.098404
0.078346,0.097789
0.079309,0.097947
0.078259,0.096909
0.07867,0.098398
0.078055,0.096459
0.079661,0.098715
0.078842,0.096709
0.079434,0.098102
0.079079,0.099232
0.079275,0.099568
0.078875,0.098244
0.078368,0.097886
0.078554,0.0975
0.078104,0.097403
0.078567,0.097533
0.079691,0.097317
0.079085,0.098007
0.078745,0.097783
0.078847,0.097321
0.079621,0.099258
0.07928,0.099838
0.078733,0.097179
0.079441,0.098215
0.079538,0.10053
0.079666,0.098995
0.079048,0.098344
0.078703,0.097985
0.07833,0.097586
0.078661,0.098071
0.078276,0.096944
0.078574,0.097671
0.079009,0.099182
0.078793,0.097722
0.079171,0.097867
0.078328,0.097742
0.079028,0.099265
0.079213,0.098491
0.078921,0.10073
0.078019,0.096512
0.078231,0.096814
0.07865,0.097198
0.078483,0.097418
0.079516,0.10041
0.079256,0.098856
0.078519,0.097149
0.078301,0.097187
0.078177,0.096271
0.078849,0.096875
0.079092,0.098202
0.078519,0.098573
0.078488,0.09629
0.078755,0.097469
0.079045,0.098698
0.078855,0.097807
0.078997,0.097233
0.078145,0.097315
0.078287,0.096927
0.078698,0.097703
0.079191,0.09836
0.07889,0.098283
0.078973,0.097991
0.078729,0.098747
0.078674,0.097171
0.078736,0.099096
0.07874,0.099651
0.079626,0.098504
0.079379,0.098736
0.079338,0.098718
0.078797,0.097641
0.078922,0.097099
